other_income,interest_income,business_income,emp_income
0,0,0,3968575
0,0,0,5547143
0,0,0,2610814.5
0,0,0,6445979.72
0,0,0,1970568
0,0,0,2320153
0,0,0,5851537.6
0,0,0,2124263
0,0,0,4163569.8
0,0,0,2126296
0,0,0,2795213
0,0,0,3424800
0,0,0,4809491.5
0,0,0,2919243.17
0,0,0,3600000
0,0,0,1966995
0,0,0,2244530.22
0,0,0,3244096
36894460,36894460,0,0
0,0,0,2138324.28
0,0,0,3000000
0,0,0,4644000
0,0,0,3459874
0,0,0,2207544
0,0,0,2637100
0,0,0,2462700
0,0,0,3466135.19
2177193.333,2177193.333,0,0
0,0,0,2850332.96
0,0,0,5747175.84
0,0,0,4585301.77
0,0,0,4801480
0,0,0,3007650
0,0,0,3954017.25
0,0,0,2180784.95
0,0,0,2124500
0,0,0,70360603.67
0,0,0,3726016
0,0,0,2072401
0,0,0,3523725.6
0,0,0,19278058.78
0,0,0,11134401.66
0,0,0,2520000
0,0,0,3389415.8
0,0,0,20063127.1
0,0,0,2261408
0,0,0,2904987.4
0,0,0,2673263.5
0,0,0,8092250
0,0,0,2389570
0,0,0,1968220
0,0,0,3141255
0,0,0,120800000
0,0,0,3686429.8
0,0,0,2351267.67
0,0,0,24264707
0,0,0,2850058.4
0,0,0,2011317.33
0,0,0,2785380
0,0,0,2978534
0,0,0,2677072
0,0,0,13027858.03
0,0,0,3896100
0,0,0,3438500
9096860,9096860,0,0
0,0,0,2232916
0,0,0,2743968.12
0,0,0,2464505.6
0,0,0,2366400
0,0,0,23814531.45
0,0,0,4584040
0,0,0,16046874.26
0,0,0,2222000
0,0,0,2068540
0,0,0,4507009.25
0,0,0,2176608
0,0,0,2717000
0,0,0,5261720.09
0,0,0,6907301.73
0,0,0,3205229.07
0,0,0,5239040
0,0,0,5709000
0,0,0,10945867.17
0,0,0,20463097.5
0,0,0,3079857
0,0,0,2118099
0,0,0,3965668.96
0,0,0,2361207
0,0,0,2221221
0,0,0,6405527.6
0,0,0,3363568
0,0,0,9575816.86
0,0,0,3493958
0,0,0,3032534.85
0,0,0,2673920
0,0,0,2415600
0,0,0,7414608.86
0,0,0,2272400
0,0,0,3054099.93
0,0,0,2400000
0,0,0,3519826.67
0,0,0,2152800
0,0,0,9936683
0,0,0,5921420
0,0,0,4525028.5
0,0,0,2830520
0,0,0,13374972
0,0,0,4046839.5
0,0,0,5724350
0,0,0,3053144
0,0,0,3087654.38
0,0,0,5900796
0,0,0,2241496.4
0,0,0,27921753
0,0,0,11136936
0,0,0,7600653.85
0,0,0,2192918.7
0,0,0,14949312
0,0,0,2070000
0,0,0,3033871.52
0,0,0,2695342
0,0,0,2427320
0,0,0,4855078.8
0,0,0,19704000
0,0,0,6810146
0,0,0,2016868.4
0,0,0,2329644
0,0,0,3720389.25
0,0,0,2170360
0,0,0,2208113.2
0,0,0,4754075.41
4087753.333,4087753.333,0,0
0,0,0,4694387.24
0,0,0,3713456.8
0,0,0,5552074.2
0,0,0,3670709
0,0,0,3744431
0,0,0,2951204.32
0,0,0,2882258.8
0,0,0,1982232.01
0,0,0,2148000
0,0,0,2741494.1
0,0,0,2077814
0,0,0,2268592.4
0,0,0,5986207
0,0,0,2291558
0,0,0,2771340.58
0,0,0,2755964.36
0,0,0,2896401.21
0,0,0,4525449
0,0,0,3796300
0,0,0,8620424
0,0,0,1959563.05
0,0,0,3487428
0,0,0,4493080
0,0,0,2739940
0,0,0,18995056
0,0,0,2631748
0,0,0,14951291
0,0,0,3037847.56
0,0,0,1992000
0,0,0,1987997.8
0,0,0,4416427.63
0,0,0,5523924.55
0,0,0,2262727
0,0,0,5228045.56
0,0,0,2231856
0,0,0,1991243
0,0,0,2804876
0,0,0,3427979.75
0,0,0,2069784
0,0,0,2553176
8630386.667,8630386.667,0,0
0,0,0,2099433.3
0,0,0,2676144.2
0,0,0,2280000
0,0,0,6287384
0,0,0,2179946
0,0,0,6326184.9
0,0,0,3096100
0,0,0,17601946.1
0,0,0,7588428.16
0,0,0,5083274
0,0,0,2975658.35
0,0,0,3492862
0,0,0,2060851.54
0,0,0,3713698.37
0,0,0,1953087.9
0,0,0,4501556
0,0,0,2206129
0,0,0,3565310
3382706.667,3382706.667,0,0
0,0,0,2280000
0,0,0,2855790
0,0,0,4809678
0,0,0,2619864.2
0,0,0,3409720
0,0,0,2469132
0,0,0,4129718
0,0,0,5323100
0,0,0,4494105.51
0,0,0,6035078
0,0,0,2919996.45
0,0,0,3437063.47
0,0,0,2786272.66
0,0,0,2462700
0,0,0,3703968
0,0,0,6203772
0,0,0,1970724
0,0,0,2130105
0,0,0,3032100
0,0,0,2226937
0,0,0,5093354
0,0,0,3084055
0,0,0,9415086
5223706.667,5223706.667,0,0
0,0,0,2429816.86
0,0,0,3120000
0,0,0,7149744
0,0,0,2099280
0,0,0,2870031.23
0,0,0,3946079.5
0,0,0,1952710
0,0,0,2799720
0,0,0,6831814.5
0,0,0,2430000
0,0,0,2240640
0,0,0,3037195.67
0,0,0,4368443
0,0,0,3470549.23
0,0,0,5258092.8
0,0,0,2826278.66
0,0,0,5128550
0,0,0,11219949.5
0,0,0,6324065.2
0,0,0,2737402
0,0,0,2368200
0,0,0,13881725
0,0,0,2593708.4
99593726.67,99593726.67,0,0
0,0,0,2455438
0,0,0,4200000
0,0,0,2142000
0,0,0,2235620.89
0,0,0,2077972.17
0,0,0,3877050.9
0,0,0,4387736
0,0,0,3675000
0,0,0,7495494.36
0,0,0,5812828.78
0,0,0,2640000
0,0,0,5040848.95
0,0,0,10315843.59
0,0,0,2877785
0,0,0,1968000
0,0,0,2976356
0,0,0,2870146
0,0,0,1965611
0,0,0,10792600
0,0,0,2904962
0,0,0,5371687.87
0,0,0,7919335.77
0,0,0,24420844.3
0,0,0,3888800
0,0,0,3724219
0,0,0,4605639
0,0,0,2300714
0,0,0,2489000
0,0,0,2444284
0,0,0,4598024
0,0,0,3097930
0,0,0,6798753.58
0,0,0,2121600
0,0,0,5720727.84
0,0,0,8692150
0,0,0,2034013.62
0,0,0,3160000
0,0,0,6950330
0,0,0,3865000
0,0,0,2653759.52
0,0,0,3794469.79
0,0,0,2126611.79
0,0,0,5635912.56
0,0,0,55203416.62
0,0,0,5295458.32
0,0,0,2719186.6
0,0,0,3065710
0,0,0,6572574
0,0,0,4325754
0,0,0,4265916.67
0,0,0,2671003.54
3290680,3290680,0,0
0,0,0,3837112.63
0,0,0,4013540
0,0,0,3334960
0,0,0,5280060
0,0,0,5135688.17
0,0,0,2151175.5
0,0,0,2549080
0,0,0,3302827.72
0,0,0,2127920
0,0,0,2747375.47
0,0,0,3363660
0,0,0,5265131.7
0,0,0,2015961
0,0,0,2498997.6
0,0,0,3716349.16
0,0,0,2619996
0,0,0,2680367.61
0,0,0,4545000
0,0,0,3693700
0,0,0,3380915
0,0,0,3002796
0,0,0,8192275.69
0,0,0,2291192.08
0,0,0,2864679.05
0,0,0,6994458
0,0,0,6058200
0,0,0,13783812
0,0,0,3057121.08
0,0,0,3908828.75
0,0,0,18467018
0,0,0,1976344
0,0,0,2454000
0,0,0,3124160
0,0,0,2436049
0,0,0,25931141
0,0,0,2460700
0,0,0,2351879
0,0,0,2644300
0,0,0,12305720.16
0,0,0,3898632
0,0,0,11857129
0,0,0,4241063
0,0,0,7547240.31
0,0,0,2230584.28
0,0,0,4280395
0,0,0,3101015.39
0,0,0,2400000
0,0,0,3523389.83
0,0,0,2355432.5
0,0,0,2468092.6
0,0,0,3862817
0,0,0,2479798
0,0,0,3866529
0,0,0,3138729.42
0,0,0,3781842
0,0,0,8231225.61
0,0,0,21476886
0,0,0,2713571
0,0,0,11450371
0,0,0,2104100
0,0,0,2731161.98
0,0,0,20126715.88
0,0,0,2175108
0,0,0,2264572
0,0,0,2344641.25
0,0,0,3548000
0,0,0,3337317
0,0,0,4012727.54
0,0,0,2509833.19
0,0,0,4769250
0,0,0,4808170.27
0,0,0,3026215.33
0,0,0,2781398.5
0,0,0,2831400
0,0,0,2176985
0,0,0,2368776
0,0,0,2904000
0,0,0,2005465.65
0,0,0,3292300
0,0,0,2153878.48
0,0,0,2307103
0,0,0,2660300
0,0,0,2093400
0,0,0,2776602.71
0,0,0,2583396
0,0,0,2731314
0,0,0,6198453
0,0,0,4387800
0,0,0,2698400
0,0,0,3944318
0,0,0,6189782
0,0,0,2117000
0,0,0,2090065
0,0,0,3048786.48
0,0,0,1952928.64
0,0,0,4779749.79
0,0,0,2521891
0,0,0,3247455
0,0,0,3137348.5
0,0,0,4495341
0,0,0,50650000
0,0,0,3325724.5
0,0,0,11779546.24
0,0,0,2807000
0,0,0,4042285
0,0,0,7793493.29
0,0,0,2328244.71
0,0,0,2337027.9
0,0,0,3214170
0,0,0,13783812
0,0,0,2028734.71
0,0,0,2144020.95
0,0,0,2912343.2
0,0,0,4606000
0,0,0,3274848
0,0,0,5446044
0,0,0,2050224.4
0,0,0,2202332
0,0,0,4068640.29
0,0,0,3001681
0,0,0,2532980.68
0,0,0,9372131.5
3775546.667,3775546.667,0,0
33256186.67,33256186.67,0,0
0,0,0,2988768
0,0,0,3272100
0,0,0,2646897.43
0,0,0,2956900
0,0,0,3059752
0,0,0,3716453.15
0,0,0,2412000
0,0,0,3232398.44
0,0,0,2360330
0,0,0,2060349
0,0,0,3184276.76
0,0,0,4064252.5
0,0,0,3698340.1
0,0,0,2295900
0,0,0,2857849.93
0,0,0,2739940
0,0,0,3608550
0,0,0,2636658
0,0,0,3693418
0,0,0,3600000
0,0,0,2548600
0,0,0,4056818.08
0,0,0,6595472
0,0,0,4251825.85
0,0,0,3768763.65
0,0,0,4055055.3
0,0,0,2826980.31
0,0,0,3416383
0,0,0,11419765.93
0,0,0,3558760
0,0,0,2556207
0,0,0,2018419
0,0,0,3991240.77
0,0,0,3077970
0,0,0,5394104
0,0,0,2724193.65
0,0,0,2612000
0,0,0,2354400
0,0,0,3516882.6
0,0,0,2599050
0,0,0,3209062
0,0,0,2095947.33
0,0,0,5459016.08
0,0,0,2548400
2411753.333,2411753.333,0,0
0,0,0,2335900
0,0,0,2460833.6
0,0,0,3287408
0,0,0,3423794
0,0,0,7566336.96
0,0,0,2110398
0,0,0,13835579.02
0,0,0,2046985.24
0,0,0,3768000
0,0,0,2592264.85
0,0,0,2240352.7
0,0,0,2513902
0,0,0,2248904
0,0,0,4201493.4
0,0,0,16483974.39
0,0,0,6735804.84
0,0,0,1971457
0,0,0,5349292.28
0,0,0,2855036
0,0,0,4808901.2
0,0,0,2749046.06
0,0,0,2904987.4
0,0,0,2190876
0,0,0,2740000
0,0,0,1949017
0,0,0,2740000
0,0,0,2583729.54
0,0,0,14434322
0,0,0,2802399
0,0,0,2855416.5
0,0,0,11031123.84
0,0,0,2739940
0,0,0,4026000
0,0,0,4894170.4
0,0,0,2175202.6
0,0,0,4072300.36
0,0,0,2298883.8
0,0,0,5229320.67
0,0,0,4222100
0,0,0,3798643
0,0,0,2518408
0,0,0,3529749.84
0,0,0,9015006.4
0,0,0,2192918.7
0,0,0,7974631.88
0,0,0,2076433.7
0,0,0,3865780
0,0,0,3441443
0,0,0,2984323
0,0,0,7027680
0,0,0,7243225.41
0,0,0,3095000
0,0,0,19807279.21
0,0,0,3615300
15518166.67,15518166.67,0,0
0,0,0,3248778
0,0,0,13084086.84
0,0,0,3114369.75
0,0,0,2840007.59
0,0,0,4822000
0,0,0,1958124
0,0,0,9932838.31
0,0,0,5010000
0,0,0,2577099.55
0,0,0,2748701
0,0,0,3666916
0,0,0,4751943.85
0,0,0,3350152
0,0,0,2903400
0,0,0,2906040.8
0,0,0,2719499.72
0,0,0,11378661.79
0,0,0,3368850.31
0,0,0,20075915.59
0,0,0,2825872
0,0,0,2039259.24
0,0,0,8640000
0,0,0,4732718
0,0,0,6300000
0,0,0,2235256.15
0,0,0,3331796.72
0,0,0,3355328.1
0,0,0,2387500
0,0,0,10691083.29
0,0,0,3772381.5
0,0,0,2938440
0,0,0,2045335
0,0,0,3961919
0,0,0,4607063.71
0,0,0,3368129
0,0,0,2165312
0,0,0,2016000
0,0,0,7666974
0,0,0,2342692
0,0,0,3978956
0,0,0,3401073.48
0,0,0,2455833
0,0,0,3584390
0,0,0,4170360
0,0,0,2277755
0,0,0,19567295.82
0,0,0,3008800
0,0,0,2683785.4
0,0,0,3730400
0,0,0,2106642.6
0,0,0,3797191
0,0,0,2230440
0,0,0,3842358
0,0,0,2778312
0,0,0,2233460
0,0,0,2400000
0,0,0,2288900
0,0,0,2821550.89
0,0,0,2705352
0,0,0,16781664.32
0,0,0,42720000
0,0,0,2054238
0,0,0,2823390
0,0,0,2029964
0,0,0,2560858
0,0,0,2335835.71
0,0,0,3473880
0,0,0,2717620
0,0,0,2537414
0,0,0,3100000
0,0,0,2696400
0,0,0,5674443.2
0,0,0,2461887.94
0,0,0,4475045
0,0,0,3380347
0,0,0,3524668
0,0,0,5530096
0,0,0,3520848.56
0,0,0,61967652
0,0,0,3655964
0,0,0,2023481.19
3024233.333,3024233.333,0,0
0,0,0,2156581
0,0,0,3554469.31
0,0,0,2280118
0,0,0,3403364
0,0,0,6834057.9
0,0,0,5122803
0,0,0,3719767
0,0,0,2465318.3
0,0,0,3900000
0,0,0,32028600.39
0,0,0,2419792.74
0,0,0,2453920
0,0,0,5641132.2
13561260,13561260,0,0
0,0,0,3950020
0,0,0,3020026
0,0,0,4421967.87
0,0,0,4797319.85
37221033.33,37221033.33,0,0
0,0,0,3317630.6
0,0,0,6984083.88
0,0,0,12283456.13
0,0,0,2088000
0,0,0,2819253
0,0,0,2698817.71
0,0,0,2979753.75
0,0,0,2156199.96
0,0,0,2102824.79
0,0,0,3055244
0,0,0,1949371.8
0,0,0,3218464
0,0,0,5522622.33
0,0,0,2559424
0,0,0,2534220
0,0,0,5611987
0,0,0,2729714
0,0,0,3387001.85
0,0,0,13322177
0,0,0,2974020
0,0,0,2416900
0,0,0,3251270.56
0,0,0,6005535
0,0,0,2737200
0,0,0,2882945.71
0,0,0,2835246.03
0,0,0,4664997
0,0,0,7844284
0,0,0,4815960
0,0,0,1972270
0,0,0,4325705.63
0,0,0,2845515.2
0,0,0,6978271.4
0,0,0,2025100.8
0,0,0,2422271
0,0,0,3706134.97
0,0,0,10810929.28
0,0,0,2520000
0,0,0,3830573.17
0,0,0,6365895.39
0,0,0,2268000
0,0,0,10539692
0,0,0,2061616
0,0,0,4068453
0,0,0,3230309.7
0,0,0,29082612
0,0,0,3015500
0,0,0,2218018.04
0,0,0,2010398
0,0,0,4410947.08
0,0,0,4582562.3
0,0,0,8731531.35
0,0,0,2265900
0,0,0,2754819.75
0,0,0,1970616
0,0,0,2560446.62
0,0,0,3345952
0,0,0,2370603.64
0,0,0,3829587.1
0,0,0,1980000
0,0,0,2428672
0,0,0,2040353.6
0,0,0,2490000.01
0,0,0,2336500
0,0,0,2444692.85
0,0,0,7058235.21
0,0,0,6080000
0,0,0,2241857.4
0,0,0,8424600
0,0,0,3205000
0,0,0,1972270
0,0,0,4566535
0,0,0,5105761.82
0,0,0,3513720
0,0,0,2124173.52
0,0,0,2292448
0,0,0,2843940
0,0,0,2190000.01
0,0,0,2441908
0,0,0,2046021.8
0,0,0,10980747.89
0,0,0,2943711
0,0,0,2975283
0,0,0,2610865.67
0,0,0,4501100
0,0,0,4158571.42
0,0,0,3732136
0,0,0,2259788
0,0,0,3754500
0,0,0,12273736
0,0,0,21565516
0,0,0,3131820
0,0,0,9675156
0,0,0,2619864.2
0,0,0,11165623
0,0,0,3876174.84
0,0,0,3130108
0,0,0,3879364
0,0,0,5570343.23
0,0,0,2169654
0,0,0,5468027.76
0,0,0,2791219
0,0,0,2077308.32
0,0,0,1967565
0,0,0,2259342.38
0,0,0,5083580
0,0,0,3357120
0,0,0,3503066
0,0,0,2144806.2
0,0,0,2273283
0,0,0,2100062
0,0,0,4662215
0,0,0,44300590.1
0,0,0,5080908
0,0,0,2040000
0,0,0,4096294
0,0,0,2389140.45
0,0,0,2250000
0,0,0,3220000
0,0,0,2643332.57
0,0,0,3138375
0,0,0,3068568
0,0,0,2284314
0,0,0,7520362
0,0,0,2348336.61
0,0,0,2168623
0,0,0,8903884
0,0,0,5358669
0,0,0,18629832.47
0,0,0,6505189
0,0,0,3061900
0,0,0,3388620
0,0,0,2705032
0,0,0,4123810
0,0,0,3346090.34
0,0,0,6479120.84
0,0,0,11210266.09
0,0,0,2400000
0,0,0,2808482.29
0,0,0,3387810
0,0,0,4950568.78
0,0,0,3267809
0,0,0,3148991.05
0,0,0,5532314
0,0,0,4932571.16
0,0,0,2298900
0,0,0,2400000
0,0,0,2352396
0,0,0,4398451
0,0,0,3292045.7
0,0,0,2237247.04
0,0,0,2031125.41
0,0,0,4780915
0,0,0,2417900.6
0,0,0,2172467
0,0,0,12666057
0,0,0,6753799
0,0,0,31324829.4
0,0,0,5317843
0,0,0,2982830
0,0,0,2555190
0,0,0,14433594
0,0,0,3467523
0,0,0,3457700
0,0,0,2274708
0,0,0,3363120
0,0,0,3099600
0,0,0,4725556.13
0,0,0,2020765
0,0,0,3693160
0,0,0,3447020
0,0,0,6189614
0,0,0,3291202
0,0,0,3471399
0,0,0,2541980
0,0,0,2236180.13
0,0,0,3695420
0,0,0,2817096.45
0,0,0,4007294.38
0,0,0,3174033.5
0,0,0,4658959.19
0,0,0,2303214.24
0,0,0,2481473.39
0,0,0,24657249
0,0,0,5268831.35
0,0,0,20145833
0,0,0,2465621
0,0,0,4382977.5
0,0,0,2120222.65
0,0,0,4124133
0,0,0,5873652.63
0,0,0,2904170.17
0,0,0,2010826.07
0,0,0,2634343.92
0,0,0,2427585.75
0,0,0,3063264
0,0,0,2000070
0,0,0,3976091.6
0,0,0,2161761
0,0,0,2473630
0,0,0,2255770
0,0,0,3115221
0,0,0,5104436
0,0,0,3410012
0,0,0,3600000
0,0,0,2694296.25
2892140,2892140,0,0
0,0,0,5121780
0,0,0,5252321
0,0,0,3457420
0,0,0,6476150.41
0,0,0,3719061
0,0,0,3294555.85
0,0,0,2008736
0,0,0,4603076.9
0,0,0,3786522.16
0,0,0,2437428
0,0,0,1987515
7493840,7493840,0,0
0,0,0,2455500
0,0,0,2079800.37
0,0,0,3705687
0,0,0,12619411
0,0,0,4800082
0,0,0,2254371.51
0,0,0,2791477.44
0,0,0,7861147.4
0,0,0,2389562.71
2639806.667,2639806.667,0,0
0,0,0,2017237.39
0,0,0,6360591.62
13267146.67,13267146.67,0,0
0,0,0,2126296
0,0,0,2569024
0,0,0,5445210.45
0,0,0,7260479
0,0,0,23226994.27
0,0,0,2707740
0,0,0,2880000
0,0,0,2877038.39
0,0,0,7958096.18
0,0,0,3495025.65
0,0,0,2161474
0,0,0,2193966
0,0,0,29767500
0,0,0,3163231
0,0,0,3000768.93
0,0,0,12987384.83
0,0,0,3271344
0,0,0,3660000
0,0,0,19102442
0,0,0,6029926.06
0,0,0,3819120
0,0,0,8127407.06
0,0,0,2769036.79
0,0,0,2903310
0,0,0,3472004
0,0,0,2972116.38
0,0,0,2082918
0,0,0,2209314
0,0,0,3130977.04
0,0,0,3043629.33
0,0,0,4935834
0,0,0,5856603
0,0,0,7252102.84
0,0,0,2832512
0,0,0,2150117
0,0,0,2976791
0,0,0,2112082
0,0,0,7880000
0,0,0,2977144
0,0,0,9290664
0,0,0,3114320
0,0,0,2168667.67
0,0,0,4430370.24
0,0,0,2807666
0,0,0,7669444
0,0,0,7174577.85
0,0,0,16751449.45
0,0,0,3047874
0,0,0,2298150
0,0,0,1950426
0,0,0,2899380.4
0,0,0,6311600
0,0,0,3065729
0,0,0,2813530
0,0,0,8702043.43
0,0,0,2188240
0,0,0,8817004.16
0,0,0,3000000
0,0,0,4487971
0,0,0,6616608.36
0,0,0,4498035
0,0,0,2654803.35
0,0,0,5973994.2
0,0,0,2324404
0,0,0,4197232
0,0,0,2345493
0,0,0,5541661
0,0,0,3293700
0,0,0,3503830
0,0,0,3833786
0,0,0,4065033.02
0,0,0,3738035
0,0,0,2182008.49
0,0,0,5892694.96
0,0,0,2170360
0,0,0,3784584.87
0,0,0,6700383.2
0,0,0,3407801
0,0,0,2689195
0,0,0,4323650.85
0,0,0,2782946.34
0,0,0,2656474
0,0,0,3186884
0,0,0,2375576.68
0,0,0,10076435
0,0,0,3131350
0,0,0,2222973.73
0,0,0,7215143
0,0,0,3525567
0,0,0,4704963
0,0,0,3813840
0,0,0,2835331.49
0,0,0,2158511.57
0,0,0,2238649.2
0,0,0,2412704.1
0,0,0,1950000
0,0,0,2339252
0,0,0,3273423.71
0,0,0,20811165.86
0,0,0,3468365.52
0,0,0,3363197
0,0,0,3245651
0,0,0,4822000
0,0,0,3112579.47
0,0,0,2451514
0,0,0,2824990
0,0,0,2896215.7
0,0,0,3142010.9
0,0,0,2978534
0,0,0,2997780
0,0,0,8511339.19
0,0,0,2095845
0,0,0,1982470
0,0,0,3190260
0,0,0,10831176
0,0,0,3058466.96
0,0,0,1958548
0,0,0,2572949.75
0,0,0,2996992
0,0,0,2033345.7
0,0,0,3431955.49
0,0,0,2182800
0,0,0,3743700
0,0,0,6025949
0,0,0,4111628.75
0,0,0,2673121.96
0,0,0,35912134.45
0,0,0,2700000
0,0,0,2144670
0,0,0,14961012
0,0,0,2077538.61
0,0,0,2183398.5
0,0,0,11231507
0,0,0,2682000
0,0,0,1957000
0,0,0,2638041.2
0,0,0,10652865
0,0,0,12286748
0,0,0,2433296.13
0,0,0,1966360
0,0,0,2482700
0,0,0,3146200
0,0,0,2940854
0,0,0,3800589
0,0,0,3084651
0,0,0,3415402.17
0,0,0,2800412.1
0,0,0,7755550
0,0,0,4526146.4
0,0,0,2259966
0,0,0,3409720
0,0,0,4870885
0,0,0,2126296
0,0,0,2385026
0,0,0,12857143
0,0,0,2540027.54
0,0,0,4425764
0,0,0,4311640
0,0,0,5079500
0,0,0,2298192.52
0,0,0,2087310.64
0,0,0,9416358
0,0,0,3150000
0,0,0,3797925
0,0,0,4785401.2
0,0,0,8113287.23
0,0,0,5412000
0,0,0,5250000
0,0,0,2056518.74
0,0,0,5596803
0,0,0,3245098
0,0,0,2624076
0,0,0,3881980.04
0,0,0,2051250
0,0,0,2076000
0,0,0,4877300
0,0,0,6956443
0,0,0,5151703.05
0,0,0,4186680
0,0,0,3497471
0,0,0,6335443.32
0,0,0,4676208.66
0,0,0,2699580
0,0,0,7577525
0,0,0,2700000
0,0,0,3643689.05
0,0,0,2536378.6
0,0,0,3996920
0,0,0,2119637.56
0,0,0,2035943
0,0,0,4410000
0,0,0,2116396
0,0,0,3565797.66
0,0,0,6225734.21
0,0,0,3271408
0,0,0,3865203
0,0,0,3030524.95
0,0,0,3433945
0,0,0,4476618
0,0,0,2565525
0,0,0,5042784
0,0,0,2881798.36
0,0,0,24300000
0,0,0,2574884.4
3464946.667,3464946.667,0,0
0,0,0,3600000
0,0,0,5090181.58
0,0,0,1996161
0,0,0,3402045
0,0,0,2990049.45
0,0,0,2342876.37
0,0,0,2361922.89
0,0,0,3801496.2
0,0,0,3277911
0,0,0,2006800
0,0,0,4760999
0,0,0,4802505
0,0,0,2424120
0,0,0,9060003.78
0,0,0,2301375
0,0,0,3093104.7
0,0,0,3223596.78
0,0,0,2196000
0,0,0,2796755.49
0,0,0,13099996.8
0,0,0,2086775.5
2067653.333,2067653.333,0,0
0,0,0,2977846.5
0,0,0,2185280
0,0,0,2307586
0,0,0,2061350
0,0,0,72164500
0,0,0,13160781.3
0,0,0,9900272
0,0,0,2039259.67
0,0,0,5091833.42
0,0,0,3461382
0,0,0,2826839.3
0,0,0,3550957.11
0,0,0,3839300
0,0,0,6269789
0,0,0,2800692
0,0,0,2125506
0,0,0,8081816
0,0,0,5015583.73
0,0,0,2095236.68
0,0,0,2429003
0,0,0,1968256.76
0,0,0,2029200
0,0,0,5083248
0,0,0,2627820
0,0,0,2502995
0,0,0,2883626.95
0,0,0,2497525.13
0,0,0,2798100
0,0,0,2632302
10324253.33,10324253.33,0,0
0,0,0,4654660.92
0,0,0,6197600
0,0,0,9814993.89
0,0,0,2117967.15
0,0,0,12152940.5
0,0,0,5667423.55
0,0,0,3109031.23
0,0,0,2081335
0,0,0,3061560
0,0,0,3424496
0,0,0,12541258
0,0,0,24770463.1
0,0,0,1989196.96
0,0,0,7811355
0,0,0,2309044
0,0,0,6564572.9
5390666.667,5390666.667,0,0
0,0,0,3996782
0,0,0,3341465.19
0,0,0,4082981.55
0,0,0,3479315
0,0,0,2151003.95
0,0,0,4613906.38
0,0,0,2930015.25
0,0,0,4800000
0,0,0,1994620
0,0,0,2484603.33
0,0,0,2019660
0,0,0,2050008
0,0,0,3951615
0,0,0,11034810
0,0,0,2228235
0,0,0,3159324
0,0,0,12119103
0,0,0,2655608.91
0,0,0,6570836
0,0,0,2685560
0,0,0,5170190
0,0,0,3075032
0,0,0,14141433.7
0,0,0,2653005
0,0,0,12485665.13
0,0,0,2344359
0,0,0,2432780
0,0,0,2476100
0,0,0,4874900
0,0,0,5223671.25
0,0,0,2805032
0,0,0,1980000
0,0,0,5907156
0,0,0,3885974
0,0,0,11142379
0,0,0,3230605.6
0,0,0,2060335
0,0,0,3513113
0,0,0,4700246.24
0,0,0,2126296
0,0,0,1967295.3
0,0,0,3335724
0,0,0,2338841.65
0,0,0,7234245.9
0,0,0,2632468
0,0,0,4132322.5
0,0,0,4389500.89
0,0,0,6336000
0,0,0,2871470
0,0,0,2755108
0,0,0,4912000
0,0,0,3218464
14913740,14913740,0,0
1976986.667,1976986.667,0,0
0,0,0,18790529
0,0,0,3256380
0,0,0,2379082.8
0,0,0,2764398
0,0,0,3852307
0,0,0,2739940
0,0,0,1975096
0,0,0,2682285
0,0,0,2130798
0,0,0,2130030
0,0,0,2900718.67
0,0,0,2316128.48
0,0,0,3999940.5
0,0,0,4834000.02
0,0,0,4534420.84
0,0,0,6379159.89
0,0,0,3750120
0,0,0,2827232.6
0,0,0,5045964
0,0,0,3554389.8
0,0,0,3629700
0,0,0,2166062
0,0,0,7653003.87
0,0,0,2775000
0,0,0,3112400
0,0,0,2904000
0,0,0,2208000
0,0,0,2964000
0,0,0,2094485.95
5124013.333,5124013.333,0,0
0,0,0,2059373
0,0,0,4201080
0,0,0,2972000
0,0,0,2126296
0,0,0,3221265
0,0,0,2057766.74
0,0,0,2856013
0,0,0,2270040
0,0,0,2083368
0,0,0,1992840
0,0,0,2201000
0,0,0,12660508
0,0,0,3417881.67
0,0,0,3013010
0,0,0,20183690.56
0,0,0,2018388
0,0,0,17035412.15
0,0,0,2148706.45
0,0,0,2453760
0,0,0,2198485.43
0,0,0,2002823.11
0,0,0,3684709
0,0,0,6091954
0,0,0,2944900
0,0,0,2073732
0,0,0,5412623
0,0,0,6985293.3
0,0,0,4887806
0,0,0,2239600
0,0,0,9127006
0,0,0,4408005
0,0,0,2964786.03
0,0,0,4875347.5
0,0,0,8292494
0,0,0,12839281.31
0,0,0,3375563.9
0,0,0,2988200
0,0,0,8190866.7
0,0,0,3815132.6
0,0,0,4715211.67
0,0,0,2942000
0,0,0,5751255.78
0,0,0,5182555
0,0,0,2310418.72
0,0,0,2281914.81
0,0,0,2240363.65
0,0,0,2197901
0,0,0,2766392
0,0,0,11604582.66
0,0,0,9625589.27
0,0,0,4464928.15
0,0,0,12105277.6
0,0,0,5594366.5
0,0,0,7431630.21
0,0,0,4012863.65
0,0,0,2234505.5
0,0,0,3692500
0,0,0,3020102
0,0,0,3208820
0,0,0,3791554
0,0,0,3807243.33
0,0,0,2555766.38
0,0,0,2587140
0,0,0,3331699.44
0,0,0,1955237.36
2413986.667,2413986.667,0,0
0,0,0,2196740.33
0,0,0,2925022.61
0,0,0,2102771.68
0,0,0,3772998
0,0,0,2466024
0,0,0,2176200
0,0,0,5274739
